reference,city,content,city_link
19890908a_page_0.txt,,"
brother vs brother

[tis sad w learn that fellow
namibians have engaged in brutal
activities against their own brothers
and sisters. ] am talking about the
campaign which is being carried out
by dta thugs against the freedom-
loving people of namibia.

why is it that dta supporters
have taken a step of this nature while
at the same time they arc talking
abou: democracy? as far as most
namibians are concemed, the dta
never supported the war against south
afnica or said a word against the sa
colonialists.

now the nationis wating for free
and fair clections which will lead the
country to independence, the [) ta
has begun to wage war’ we have
pointed out several wines chat wc
harbour no hostility agaimst our
namibian brothers and sisters. the
struggle has been and sullis agaist
colonialism and oppression

why is it that the dta is ‘coura.
geous’ enough to fight agamst swapo,
but not against colonialism?

we believe that we are onc people
and the same family of namibia's
children. we have no reason to fight
against our brothers, and we have
extended the hand of peace and rec-
onciliation to unite the people of this
nation and to bring the counry to

ce.

the dta is being used by the
south african regime to cause chaos
and create a situation conducive for
civil war, after which they can inter-
vene.

even the bible says if someone
slaps your cheek, then tum the other
cheek, but what happens if they slap
that one as well? i am sure that the
answer would be to retaliate in self
defence.

the dta must know that swapo

is not afraid of them, but is
avoiding them because we want peace
and freedom. we do not want war.
let us go to the ballot box in adecent
manners; let us make namibia a para-

ee

",
Peace.19890908b_page_1.txt,,"thanks to untag

as a namibian who loves peace, |
would like to thank untag for its
work thatithas done and will still do.
t also want to thank the un secretary
general, mr javier perez de cuellar
for his work and wish him well.

my message to the un members
of the transitional assistance group
1s: continue what you are doing, don't
ture, you will be rewarded.

chicco
ondangua
",
19891013a_page_0.txt,,"
white to white

the future of the country is being
shaped now ... don’t you want to
partake?

this question i wish to pose to all
my white compatriots who regard
namibia as their home country and
who want their children and grand-
children to live here peacefully and
prosperously ; and to thos! who are in
the privileged position to influence
the economic and social develop-
ment of our country after independ-
ence, but who foresee darkness and
insecurity in the future.

during these past decades we have
consistently ignored or distorted
certain realities in our country (and
the press has played its major part)
until they became facts in our his-
tory. after all, the process of inde-
pendence has begun, resolution 435
is being implemented and the swapo
leadership and even its president,
sam nujoma, did return from exile.

let us look at some aspects of the
present situation:

election campaign and inumida-
tion: this is the first general election
in this country, and aggressive and
‘unacceptable behaviour by incited
party members can be expected. but
we are very fortunate, as the sole
country in africa, to gain independ-
ence through the process of an extgn-
sive plan, and we cap be grate-
ful the process ti progressing

",
19891013b_page_0.txt,,"
ex-soldiers write

we are a group of ex-soldiers
who served in p w botha’s colonial

army.
we were conscripted against our

",
Peace.19891020_page_1.txt,,"un and alcohol

i would like to call on namibian
patriots to take up full responsibility and
refrain from encouraging untag personnel
to drink, because this is preventing them
from carrying out their duties.

if untag has come to namibia to keep
the peace, i wonder how they can achieve
this if many of them are often drunk. in
many cases too they are after women, as if
this is also their responsibility.

please un representatives, see to it that
your personnel are told to adhere to what
they have been brought here for.
",
Peace.19891027_page_1.txt,Windhoek,"se

and therefore not their leader.

a tnbal leader cannot be a national

leader al the same time. and riruako
is being made to wither away as
president of the dta. muyongo, using
the smal] amount of credibility he
gained as a result of being vice presi-
dent of swapo, appears to have taken
over, but of course not beyond the
powers of dirk mudge who is the
long-sustained and indispensable
south african umbilical cord, with-
out which dta cannot stand on its
own.
” this no exaggeration to say that the
dta is essentially a mixture of
unmixable opposites. most leaders
in the dta - mudge, riruako.
muyongo, africa, kashe - are not
namibian leaders, but uibal ones.

can the dta therefore even talk
about a united namibia, or one
namibia one nation?

m muhuka
p o box 2304
windhoek 9000

botha’s threat

i perceived with dismay the
threatening statement made by south
african foreign affairs minister,
roelof botha, on his recent visit to
windhoek to the effect that “if any-
thing unforeseen happens between
now and namibian independence,
which violates any of the agreed
principles his government reserved
the right to take whaicver stcps it

doomed necessury’’.

1 would like to remind the colonisers
that we did not invite south africa to
invade our beloved namibia and
subject it to colonialism and all that
gocs with it, and their presence here
has aiways been illegal, nor did we
consent to the german fascism of
von trotha.

we fought back tooth and nail
against these forces unul today when
the deeply yeamed-for freedom and
independence 1s about to be born.

we know south afnca is not
committed to genuine implementa-
tion of 435, and if it was not for the
heavy burden of war, which the oc-
cupier could not sustain, then the
future of this country would stil] be
locked in chains.

if any ‘unforeseen’ happens in this
country, as mr botha fears, then it
wil undoubtedly be the fault of pre-
tora. namibians are peace loving
people who have no intenuon of
invading other nations or neighbours.

mr botha should restrain his forces
and cease their clandestine activi-
tics. south africa must not attempt
to create a pretext to invade this
country to perpetuate colonialism or
insutute neo-colomalism.

it is unacceptable for the sadf or
sap to retum to our soil under any
circumstances.

they should be restrained and
disciplined. this nation does not want
the smell of blood while striving for
peace, stability and the nght lo na-
hionhood,

j tjivikua
windhoek 9000

",Windhoek
19891201_page_0.txt,,"
no defence force? |

an advertisement placed in this
newspaper by the director of the as-
sociation for the handicapped in
namibia provoked my attention. it
states: ‘let namibia not start a de-
fence force ... let namibia start a
development force’.

i appreciate the fact that the direc-
tor wishes this country well in terms
of the fact that he wants to ‘save
lives, prevent disability, devclop
namibia, and above all, obey god's
will’. however, i do not agree with
the idea that in order for our country
to develop we should not have a
defence force.

sure ‘namibia has impressed the
world with the first-ever democratic
election in africa’, bul let us not be
naive and unrealistic by being blind
to the possible destabilising forces
that surround our country. to those —
whose normal lives are continually
disrupted by unita bandits in the
north; to those who are well aware of
south africa's tendencies to go on
the rampage on adventures in neigh-
bouring countries, the idea of na-
mibia being 4 emitted zone is

ply unacceptable. presence

ot the sadf in walvis ray should
ing a bell.

ar ro notion of no defence force in

‘ passcz for hoa-

",
Peace.19891208_page_1.txt,Windhoek,"ame solidarity

| on behalf of the african method-
ist episcopal church in the usa and
the congrepation of greater mount
nebo ame church in washington
dc, dr jonathan weaver the dircc-
tor of service and development
agency (sada) in the usa, who
paid a courtesy visit to namibia in
january 1989, asked me to express
their warm wishes and prayers to all
namibians.

congratulations to swapo presi-
dent sam nujoma for the victonus
win in the elections. the amec in
usa send their best wishes for the
future and arc still praying for us that
we may have peace in years lo come.

they express their solidarity with
reverend hendnk witbooi, the vice
president of swapo, and are proud to
have him in the assembly.

ms francis h steer
po box 558
windhoek 9000
",Windhoek
Peace.19900112_page_1.txt,Windhoek,"tpt

i where for understand.
bls yeesons, sa time has been used

e

wp to now, children get up 0 go to

stbool at about o7hdo, when, in winter,
i is pitch dark (because, geographi-
cally it is only 0600). they need to
wee bicycle ghts, itis dangerous for
small children to be out on the streets
while i is still dark, and a lot of
money could be saved on electricity
used to light up schools. if namibia
would change to the current umc
gone, we could also sleep one hour
later.

therefore, after independence.
namibia should change its clocks to
the 15 degree time zone, as the 15
degree cater longitude actually nuns
through namibia. (ask any geogra
phy teacher).

mrs e van wyk
windhoek 9000

not a negative force

the assessment as to who our
enemics currently are by the director
of the association for the hand:-

“ero sotijivanja.

“re gl mari kotoka.

*fotsiuana.,

capped is currently more or iess correct.
this siteation should give us the few
years of peace we noed in order to
build a truly professional military
establishment.

however the future is unknown to
humans and we are unable to deter-
mine now what the situation wall be
in fifteen years. military cxpens
throughout the world agree on their
assessment conceming africa south
of the sahara it is a dangerous un-
stable power keg ready to be touched
off by the smallest spark. inresponse
lo this situauuon amenca, france,
bntain, russia (and soon italy) have
organised specially trained and
equipped forces to conduct military
operations in africa.

contrary to the director's appar
ent belief, amuilitary establishmentis
not a ncgauve force in the develop
ment of a country. it can, if struc
tured in the proper way. achicve all
the objectives outlined by the direc
tor for the development force

tn addition it can serve as achan
nel for technological wansfer, devel
opment and expansion of our indus:
unal infrastructure, our off shore
fishing industry (three of the world’s
largest ship budding companies agree
with me on this) and intemal and
extemal transport networks. itcan be
a positive force in raising the educa
tional level of future generations,

, effect posiuve changes within our

society and itis the only vehicle that
has the potential of being a melting
pot to change our diversified people
intopne people onc nation while also
serving as a shield of protection of
our freedom.

for four years | have been study-
ing how our new military establish-
ment should be organised, structured
and equipped to achieve these goals.
tt can be done within our financial
means.

the military profession through-
at the world has ands working hart

forces thas are a
tive foros in their society and a force
for peace not war.
as we look back ai history we find
fme.and again that it was the gen-

_ *

1789 showed ths majer -)
allowed advancemnenss in alll fell
came shout becense ef wer mut p .
drastic and major changes rarely""
happen in a peaceful manner.

the very high levels of adtvance-
ments made in the last (wanty years
in the rehabilitation of the handi-
capped is adirect result of work done
by the world’s major military estab-
lishments.

w tluckett (lt.col.ret)
34 best street
windhoek 900

development force

] prtike react to what
scems to be the plost controversial
and challenginghopic (advertisement)
of our umg namely mr stnijbis’
campaign for a ‘development force’.

the whole idea of velgpment
force stead of a gefnce forgé sounds
like fant d which i fel would
conutoule to national syfcide.

mr stnijbis referredy6 angola, and

here | would disag to mention
one case out of hyfdreds of similar
incidents, what #bout the abduction

recently, by ugita, of two namibian

ciazens? t senous crimes, such
as theft, rg@bbery and even murder
have bee

and sul] are, being com-
mitied by unita in the northem pert
of nampia.

all this 1s dappertittg
presence of so many polic
all over the planet. even
ssonal police force age unab
the people; and a ‘develg
would be less able ty6o 80.

in addition, wap/n angola does
not seem to be pilasing out.

with regard 6 our occeplers, soedh:
africa, ther ea

nite fhe

frofes-

will not rgfam to namibia afen
ing out/don't forget the nisduiners

and 6

ot pees |s :
",Windhoek
Peace.19900223_page_1.txt,,"good question

i would like to share my con-
cerns with fellow namibians con-
cerning the meaning of the phrase,
‘national reconciliation’.

j would like anyone, who can pre-
cisely define the meaning of it, to
emphasise what its objectives are?

if know the meaning of ‘national
reconciliation’, then we can more
easily establish peace, unity and
happiness among us.

kamhulu ya kamhulu
golgota ka
",
Peace.19900302_page_1.txt,,"the chief's motives

while 1 support all efforts of

swapol and wish them immediate
success in apprehending the perpe-
trators of the recent murders in
owambo and groorfontein areas, and
that the culprits are brought to book
for their dastardly deeds, 1 could not
conrprehend the motives behind chicf
kuaimo riruako’s press conference
as reported in the namibian of feb-
ruary 21.
might take the law into their own
hands and accused other political
partics in this country of alleged fail-
ure in condemning the recent killing
of three white residents of grootfon-
tem. he further wondered why the
murders had occurred after the adop-
ton of the constitution of the repub-
lic of namibia.

chief riruako seemed to be out of
wach with events in namibia. the
killing of irmocent people has been
common and prevalent, especially in
the north all along since the election.
many people were robbed af gun-
point of their properties and animals
and people killed in the process.

these incidents were reported ‘in
bocal newspepers and to my know!-
@dge both the administrator gen-
@ral, who is charged with maintain-
ing law and order and different per-

lies including the constituent as-
sembly, expressed concem and called
on the law enforcement agency 10 do
uncir level best to bring the culprits to
book and to end the lawless situation.

however, chief riruako, who wants
“peace to be maintained for all, not
for particular people or particular
organisations’ was in this country
and never called a press conference
to denounce killings, armed robbery
etc in the north part of our country,
bui anly when they happened in groot-
fontein. what hypocrisy on the part
of he dta president!

in the spirit of national reconcili-
ation, the sput of namibia demands
that we build a nation hand in hand,
irrespective of colour, race, religion
or ethnic, regional or party affili-
ations.

lastly, chief riruako accused
swapo and the ag who “‘had put
swapo in the position of government
before swapo had officially been

inaugurated as the new government!
it 1s not swapo or the ag which had
pul swapo in government. swapo
was elected, and the aq, as the rep-
resentative of the colonial regime,
would be the last person to put the
movement in government.

chief riruako must know that itis
the people of this country who hate
colonialism and sec their salvation in
swapo that put swapo in govern-
ment. itis the likes of chief riruako
who voted for the loser party - the

dta, who do not make any differ-
ence.

jacques-two
katutura

a little learning ...

fellow studenw at schools of-
ten think thal speaking english is a
waste of their time, and yet they do

‘nose esercavves

fonmeprnty
",
Peace.19900309a_page_1.txt,Windhoek,"returnee
problems

in the name of reconciliation. all
namibians, imespective of colour. creed
of politcal affiliation, are supposed to
tolerate one another and forget about the
past. contrary to this, most relumce job
hunters are often told mainly by white
business managers throughout namibia
that ‘we have no work for terronsts' or
‘nujoma should give you yobs’. the type
of language used against poor retumecs is
not only abusive but an insult do whites

not see that the winds of change have
amved'

ome may say lat vhese nee holated

sincidents, but the fact 1s that those who are
vicums of such practices arguc the con.
rary. all of us are supported to be guided
by teconciliation, butit scems tat il1s jusl
a theoreuca! te ery
| we are of course ina transi] inal phase
| mm our country, and after a lew weeks we
will enter another phase. at this stage we
cannot afford to have clements drunk with
uiese routen atutudes in our socicly. they
must be sternly wamed to slop insulung
retumees who are also entitled to work be.
cause they are sons and dauphiers of this
country. last month two retumee< asked
me to take them to south west hrewenes
l.tdto go for job interews. ‘thy 5 was inac-
cordance with an advenisement which ap-
peared in a daily paper of the same day.
they were treated badly by mr p von
kuehne at the human resources depan-
ment of the breweries.

to add insult io injury, the same mrvon
kuchne asked the two people questions
such as whether they spoke french ome
wonders what this had to do with working
at the brewenes, people tike this are por.
soning the spirit of reconciliation,

president nujomna noted when ofliciat-
ing the launch of the raining of the first

; black teops who wall serve 4s
| honour on independence day that cvcry.
body should forget the past. and that
namibia was not the only country where
people had fought against one another.
europe had cxpericnced two wars, and yet
the same nahons were now stiving for a
united europe, he said.

we thought this and other reconcili-
alory statements made by president
nujoma and ouber leaders would sel an
oxample, but there arc still clements in our
tociely who don't want 10 forget the past.

reconciliation should be a iwwo- way
thing. let us all have tolerance for one
another and build our unity on the founda.

ons of reconciliauon, love, peace and
harmony.

nestor iyambo
windhoek

4 guard of |
",Windhoek
Peace.19900309b_page_1.txt,Oshakati,"fears for march
21

wl, the people of the far nonh of
namibia are afraid of what might happen
on the day of independence for namibia.

the rumours are doing the rounds by
ex-members of 101 and koevoet while
they are under the influence of alcohol that
mobs wall attack civilians on march 21.
one wonders whether there are still weap-
ons hidden in the area or not

to assure our safety on that day, we
request the administrator general and the
chief of police and un special represen-
tative to conduct searches tn the area for
possible weapons caches.

we are now familiar with these people
who are talking freely and without fear in
our presence. because we love and want
peace, this gives them good reason nol to

fear us. v

| can assure the icaders of independent
namibia that there are many more weap-
ons caches in areas of thenonth. the nation

wants peace and they don't want lo go
back to war again.

r oskar
private bag x5510
oshakati
",Oshakati
Peace.19900309c_page_1.txt,Swakopmund,"yourselves. there are always two sides.
the one who gets oppressed, and the other
who allows i to happen.

namibians have suffered a lot and they
struggled 10 be free. now let all namibians
be free. try to become open and tolerant of
every group in our society.

troe freedom is that everybody can do
what he or she wants to do, as long as il
does not hurt or harm any other person.
this is my personal guideline.

lam a (white) german woman mamed
to a (black) namibian. unfortunately |
speak mainly german and english. | have
been in namibia for six months and i find
it difficult 10 find fnends. i would like to
meet or have contact with other women
who are in a similar position to me. there
must be some; please wnite to me. {

rosa nafuka
po box 3597
swakopmund

a big headache

the opporunists among namibians
-could cause a big headache for our future
government,

it seems to me thal most white namibi-
ans with an opportunistic nature are those
in the ‘pnvate business sector’ and blacks
are mostly former members of swatf,
particularly 10] battalion.

it is sad, and at the same time logical,
that some of the 101 former soldiers are
not prepared to terve their country in a
new namibia defence force, domanding
same of mora money than they got
tha colonial regimes.
this ls ‘logical’ to me is because if

they were not opportunists they would
have refused to jom enemy forces in the
‘first place.

what salaries were paid to our namib-
ian heroes, swapo plan combatants who
fought for so long to liberate namibians
from the oppressive south african re-
gime, including the swatf members?
do they feel no shame?

if they were in romania they would
serve life sentences or be executed by
firing squad. if they think they can get
more money elsewhere, they are free lo
look for better paid jobs.

it is their democratic nght to say no.

as far as | know namibians there are
cnough men and women who are ready at
any lime to secure our freedom, to guard
our borders and protect our peace and
defend our democracy, filled with a spirit
of reconciliation and forgiveness, willing
to work and serve the new-borm namibian
nation.

long live namibian patnots!

slavko filifovic
po box 724
okahandija

anti-toxic waste

| would like to respond to the article
in the edition of !5 february entitled
‘namibia ideal for toxic storage’.

by reading the headline alone # be-
comes questionable as to whether the au-
thor and whoever shares his views really
have the interests of namibia at heart by
advocating and cven promoting this de-
structive idea of dumping nuclear wale
on our soil, for whatever reason.

he argues further that this will provide
employment for namibians. who on earth
would accept a job that means digging his
orherown grave, however much they are
psid to do s07

not even a a fool would do that. the
author speaks of protection, if there is
protection, thén why would anyones want
to dump those poisons in our country and
not ajmply in the countries where they are

cmw oowsd 3 wef lh la
",Swakopmund
Peace.19900528_page_1.txt,,"|

fighting chiefs

the tume has come for chief moral-
iswami to see that the border dispute
case has not been solved by the
supreme court and that his ancestors
were not the first to settled in the
eastern capnvi. the cinef and his
elements should then be prepared for
ins claim that he 1s the (munitenge)
supreme ruler, custodian and para-
mount chef in the east caprivi at the
expense of his counterpart.

chief moraliswam has been the
plannff in the border/chneftainstup
case for a long tirfe. it is time, now
tbat we are independent, to ask the
honourable president, as a neutral
person, tohelp resol ve the issue once
and for all so that both chiefs respect
ome another and restore peace in the
region. the chief ahould face reality
now. he knows very well how ex-
pensive the court case has been for
both masubia and mafwe factions.
people were forced to contnbute
because of his actions.

he obviously thought that by tak-
ing the case to court he would be the
victor. it is for these reasons i want
him to sit down and account for what
he has done. he has sown hatred and
mistrust instead of uniting the people,
as the role of chief should be. i see the
chief now gives a clenched fist sa-
lute; as far as i witnessed, he was a
udf and later an npf supporter in
the pac.

it is my wish that the president
should solve this problem to help the
two chiefs to know their tribal juns-
dictions. caprivi will not be the first
region to be demarcated, but chiefs
in other regions know their jurisdic-
tion and that is why there are no
senseless claims in other areas.

i once again appegl to the govern-
ment of the day to come up here and
show each chief where he begins and
ends so that the one cannot claim
supremacy over the other.

bk likando
private bag 1006
katima mulelo
",
19900601_page_0.txt,,"
on ‘plan gangs’

the nonsense about plan ‘gangs’ in
the north has come to my attention.
for the past weeks plan combatants
have been deployed in the province
of cnticism by joumalists who in-
vent stones in order to supply copy
for professional vendors of political
slander un this country.

_ the matter was also brought up by
mr enc biwa (npf) in parliament
and others who expressed concen
about the detenorating secunty situ-
ation 1n the north.

the electorate expect the parhia-
ment to attack buming issues in the
country like education, health, un-
employment, houses etc.

certain members of parhament are
apparently insensitive to the fact that
namibia is a newly-bom nation,
",
Peace.19900613a_page_1.txt,Windhoek,"fact that rugby matches are well-
monitored by the police (last week-
end's match against wales for ex-
ample). you can make your own
comparisons in this regard. further,
itisnot the job of a reporter to initiate
meetings between the police and soccer
administrators. that's your job. his
is to report on events as they occur.
the namibian supports the idea of a
police force to maintain and uphold
public order. its a new concept for
most namibians who have in the past
seen the police as their enemy (in
most cases, quite nghtly so) since the
latter have acted against political
opponents in most cases. so its up to
the police to prove themselves to the
public in order to cam thew trust and
confidence.

lastly, bngadier, don't make such
laughable statements such as “‘why
you and some of your staff seck
opportunities to discredit the gov-
emment of the republic of nanubia”’.
you know quite well that this is not
the issue here. - gwen lister.

on forgiveness

try forgiving a friend who betrays
a confidence, or a co-worker who
tells lies about you. when the real
effort of forgiveness takes place, there
is nothing easy about it. instinct urges
us to pay back in kind.
some people are capable of heroic
effort in reconciling; others not. there
is usually a pause between the hurt
and the time when trust and love can
take root again. forgiveness is part
of a process that begins with hurt and
ends, inits final goal, with reconcils-
ation.
it works only when we become aware
of the depths and causes of the ange!
burning in us so that we can forgive
wholeheartedly and ensure anendur-
ing peace.
too often, we bypass forgiveness
entirely. we race from our hurt to an
arent reconciliation without tak-
ing stock of what must truly be for-
given before lasting healing can take
place. we try to get past the difficult
part too quickly,“for we have been
pro since childhood to keep
a stiff upper lip, pretend that we are
unaffected by the cruelty of others,

whether deliberate or accidental.
the ability to reconcile cannot be
tushed. we owe if to one another to
offer time to confront our hurts, to
face our wounds head-on, to vent our
emotions. only then can the real
healing begin.

when jesus said ‘love your enemy’,
he meant every word of it. we never
get rid of an enemy by meeting hate
with hate; we get nd of an enemy by
getting rid of enmity.
reconciliation depends on the situ-
alion and the people involved. in the
end, all forgivers do the same thing:
they restore self-worth to the of-
fender; they cancel a debt; they expe-
rience such peace that they lose the
urge to retaliate and live as freer
persons unshackled by the weight of
a hurt.

ismael uiseb
private bag [3320
windhoek

readers must
please make
sure that
their letters
are
accompanied
y a full name
and address,
even if they
use a
pseudonym.
send your
letters to the
editor, p o
box 20783,
windhoek,
namibia.

",Windhoek
Peace.19900613b_page_1.txt,Windhoek,"way can we be truly reconciled and

live in peace together.
dr z kameeta
po box 5069
windhoek

a serious br
on was asked to
resign from myfoosition as sub-cdi-
tor af the ji of namibia without
havi 008i prior waming.
manage sfclain a that my work
was not satisfac

porter.

fing and finng’ is

disturbing. pfs set creates an al-
mospherpf instability in the work-
ing enyt and insecunty among

ployed by this establishment.
it wou! d appear that the problem here
is not so much the quality of service
but the financial gltuation of the
newspapers. jtis a pfy that instead of
trying to solve pradblems in a more
constructive manner, staff aro made
by management to feo! redundant.

estelle coetzee
po box 6914
windhoek

police dilemma

i wonder why you (ms gwen
lister) and some of your staff seck
opportunities to discredit the gov-
emment of the republic of namibia.
i refer to the article ‘pepsi boys -
lively lions share the spoils’ writ-
ten by conrad angula on may 28.

ths statements implying that the
namibian police are discriminating

also irresponsible.

tam convinced that you would make
a significant contribution toward
reconciliation and to peace and eta.
bility, if you order your reporters not
to acoept the version of ‘one furious
spectator’ about the policy of the
goverment or the actions of the patice,
but rather to check such allegations
and eniotive utterances with the rele-
vant authontics.

seeing that mr angula has a high
office in soccer circles, i would rec-
ommend that he initiates a meoting
between soccer administrators and
the police to work oul ways and
means to ensure thal soccer specta-
tors can enjoy the game in peace and
secunty. at such a meeting the po-
lice will explain their position and
their dilemma.

please contnbute towards the good
efforts of the nanubian govemment
to ensure jaw and order and to effect
meaningful reconciliation, by not
discrediting a government depart-
ment just for the sake of an own
political motive.

brig. s eimbeck
private bag 12024
windhoek

note: bngadier exmbeck, you have
opposed this newspaper and all it
stands for, since its inception. you
even opposed the registration of the
nanubianinaswom statement, say-
ing that lister and her political back-
ground proved that the newspaper
would become a ‘threat to state secu-
nty and the maintenance of public
order’. you similarly opposed the
pasty which now makes up the gov-
emment of the day. you claim now
to have changed your political view-
point. well and good. if this is truly
the case then please stop your polih-
cal tecucs. conrad angula riised a
very legitimate point in the article in
question: namely, the lack of police
presence for ae long as we can re
momber, at soccer maiches. there is
a lot of hooliganism, and violent
incidents, and jast weekend was 00
exception as you are well aware. oo
the other band, it is an undisputable

against sports lovers on the basis of fect that rugby matches are well-
colour are not only unfounded but monitored by the police (last woek-

end’s match against wales for ox-
ample). you can make your own
comparisons in this regard. purther,
itis not the job of a reporter to initiate
moetings between the police and soocer
administrators. that's your job. his

. is co report on events as they occur,

the namibian supports the idea of a
police force to maintain and uphold
public order. its a new concept for
most namibians who have in the past
seen the police as their enemy (in
most cases, quite rightly so) since the
latter have acted against political
opponents in mogt cases. so its upto
the police to prove themselves to the
public in order to eam their trust and
confidence.

lastly, brigadier, don't make such
laughable statements such as ‘‘why
you and some of your staff seek
opportunities to discredit the gov-
emment of the republic of namibia’.
you know quite wel! that this is not
the issue here. - gwen lister.

on-forgiverpes

try forgiving gfnend who betrays
a confidengef or a co-worker who
tells hesbout you. when the real
effort of forgiveness t . there
1s noll easy about 11. lastyglt urges
us fo pay back in kind.

some people are capgmle of heroic
yrort in reconciling; phhers not. there
jt osvally a pausyp/detween tho hurt
and the ime whén trust and love can
take root agash. forgiveness is part
of a processfhat begins with hurt and
onds, in ityfinal goal, with reconcili-
ation.

i works nly when we become aware
of the d¢pths and causes of the anger
buming bh p can forgive
wholeheartedly and g anendur-
ing peace. :
too often, we bypass forgiveness
entirely. we rece fom our burtto an
inion without tak-

apparent recone
ing stock of what mfsyuly be for-
given before lasting beatingcan take
place. wo try to get past the d¥fficull
part too quickly, “for we havg been
programmed since childhoodfo keep
a suff upper lip, pretend we are
unaffected by the croelty ¢f others,

at mfrs eek ate “ek brn
",Windhoek
Peace.19900613c_page_1.txt,Windhoek,"po box 23857
windhoek

kameeta on gerises

reconciliation is not a matter
of speeches or open letters in news.
papers. reconciliation is an act of
coming towards one another, tallas3
to one another, looking together fut
the problem which is facing us and
finding a solution for it, so that we
can be truly reconciled and live to-
gether in peace. accusations will
divide us more and make reconcili-
ation difficult to achieve.

the article in the ccn newsletter to
which ms regina gerises is refer-
ring was written by reverend k
vermeulen. he w addressing the
question of reconciliation between
black and white and quoted what i
said in that regard. to refer to that
article as a ‘proof’ that i only sce
reconciliation in terms of white and
black, is to take the nearest stick to
hit a dog.

at numerous occasions in public
meetings and in private discussions
my stand was an is that we must
openly discuss and resolve the ques-
tions surrounding the serious and
sensitive issue of all missing, de-
tained and dead namibians, so that
we can be truly reconciled and re-
build our nation together in peace.
i therefore applaud the unanimous
decision of the parliament to request
the prime m‘nister after consultation
with the political parties in the na-
tional assembly, to head a commis-
sion which will investigate this issue
and report back to parliament within
90 days.

tam not-ashamed and do not rogret

| 1s not so

sy
way can we be traly reconciled and
live in peace together.

dr z kameeta
po box 5069
windhoek

a serious breach

on mfiy°st, b; asked to
resign from my position as jub-edi-
tor af the times of nampibif without
having received-earfy prior waming.
managoerént claimed that my work
was 0d . pte

a colleague | tiiormed me that
he had begfi aware of the fact that i
was to benqred before this was re-
layed to me. sur bjs is & serious
breach of confidentialny between
employer and employee;
many other questiert®in this regard
remain upartswered. it was rumoured
that because sacrepancy be-
tween the salanes paidte reports and
sub-editors, maerfégement had to fire
one sub-edftor in order to give a
salary inckgase of r50 to each re-
porter.

the company's high maff tumover
due to what appears {otbe a policy of
indiscnminate-fnng and firing’ is
disturbing-this policy creates an at-
mosphese_of instability in the work-
ing environment and ins}cunty among
staff employed by-tht¥ establishment.
it would appar that the problem here
h the quality of service
but the financritsityation of the
newspaper. it is a pity tha\instead of
trying to solve problgat¥ in a more
constructive r, staff are made
by managepr€nt to feel redundant.

estelle co
po box 694
windhoek

yar's

",Windhoek
Peace.19900622a_page_1.txt,Oshakati,"than the former south a frican-ap-
pointed ministers ever did during
their stay in power.

n v kufihamba
p o box 567
oshakati

to the generals

during the years of illegal occupa-
tion by south africa, j, as a resident
of suiderhof, had problemis with the
armed forces living next door to me.
the officer commanding the base
lived across the road from my home,
and every time a black person en-
tered my premises, he would give me
a ‘show of force’ and spit in the street
to show his resentment.

every friday morning one would
bear sergeant majors shouting at ‘sleg
troepe’ refusing to polish their boots
or behaving ina disorderly fashionin
public. later a certain so-called
coloured battalion moved in and the
abuse continued. being a keen gar-
dener in those days at six in the
moming i received a whole run-down
oo army events for free.

later still, we have 10-tonne trucks
hurtling down our road (palm street)
after someone blew up the sawi
supermarket situated inside the base.

the main gate of the base was closed

and the side ontrance which leads
nn ee

into suburbia became the main high-
way for the amy.

then they began to use a siren for
wakiny up the troops

my constan: calls to virally
everyone mn the army led to me be
conmuoy ery unpopular wath the
windhock-based nulitary. but the
sien system was eveotually aban
doned

on independence | stood in my
garden and spatin the street as the
commander moved out to south
afnca!

but my dlusions af peace were
shattered when the lin moved in,
and among others, the kenyans in-
sisted on being physically fit and
faking the battalion for a run down
palm street every momung. every
white-owned dog in the area went
bananas, as the troops ran past in
heavy boots.

but my story has not ended...

two weeks ago, after a heavy fn-
day mght, i fell into bed, and at
o5h00 my nightmare began. out of
the base came the deep wail of a
bombing siren. i leapt from my bed
and jumped for my pants, images of
kassinga and ngiva pounding in my
head. 1 stumbled onto the lawn ex-
pecting chaos, but it was only the
troops being woken up.

nothing has changed. the base is
still there, slap~bang in the middle of

suburbia. in the early momings, the
air-raid siren goes off.

could t make a suggestion: that
whoever woes on duty at the base
knocks on bungalow doors to wake
up loops, of gets the troops to wake
themselves up! please, this is not
war-tom angola but good old suid-
erhof suburbia. as a homeowner near
the base, t ask those in charge to
show consideration for residents.

in the past we canvassed against
military bases in residential areas,
and while the forme: mulers were not
sympathetic, we would have thought
that our new government would be
more considerate.

j liebenberg
suiderhof

unmarked subjects

this is an ajleeal to the head of the
department of national education:
to date we have not received our
marks for business economics, writ-
ten in 1988. we request you to an-
nounce them soon, because we are
tired of writing subjects that remain
unmarked.

if there is no one to mark the
papers, who were the question pa-
pers drawn up by? think about the
money we have paid.

we want our marks before july 30
",Oshakati
