"nodegoat ID",Content_v1
ngTA0L788TAB1UKLgVC51CAGXVMIjBgMITBd1XAL,"Reply to Kavari

ALLOW me tocomment on the letter
which appeared in The Namibian of
August 05, under the heading
“Pallacious’ written by V T Kavari.

I've been present al the Nanso con:
yrcsses since 1986¢ second congress) up
to this year with the fourth congress.
where I've experienced a spirit of
brotherhood.

What I have observed is that after &
speaker has delivered a speech, oppor:
tunity was given to the house for
discussion, questions, correction, ad.
dition, clarification, comment, etc.

I believe this was done so that with
the departure of the congress no com:
rades could go to their respective
places with unsolved problems as it ap
pears to be in your case.

I'm just wondering whether you
never got the opportunity to air your
viewsand to gopersonally tothe NEC
Members, instead of doing it in the
newspapers and to create a tasteless
spirit among the students, which 1s
totally unnecessaFy.

If you were at the congress you will
remember that comrade Shihwamen!
was the last person to clarify on this
issue. |

He explained that people have to
make the difference between 4 pro
gressive parly and a liberation move-
ment. He went on saying that pro-
gressive parties are mostly concerned
with ethnic issues, while Swapo which
‘sa liberation movement, is aimed at
liberating all the peace loving people
in Namibia irrespective of their col-
ours, ethnic groups, etc.

This is a fact that we, in Namibia
have to accept that Swapo is the only,
only armed movement that isfighting
(uniess, a8 Shinwameni said, “there is
another armed movement that 1s
hiding underground’)

Whatcomrade Steve saidat the con-
gress on this issue was positive and I,
with the majority accepted it, although
you differed as you said, in your letter.
Of course, minorities always differ!
That we have learned from history in
this country.

Lastly, let the truth not hurt ua,
please!

NESHANIT A ANDREAS
PO BOX 919
QBHAK ATI 9000"
ngUB0M889ULC2VLMhUN60DBZYWNJkChNJUMe2YBM,"Tell the truth :

ALOT of: confusion is dsliberately be-
ing created about Resolution 435.The
only way todemystify the said Resolu-
tion is to publish Resolution 436, the
Contact Group's plan for Namibia and
other subsequent documents for all
and sunary to see w i i

sddreesed.” | hat is being

The honourable Administrator
General is adding to the confusion by
repeating issues that were long since
dealt with. Are his pronouncements
aimed at shipwrecking the present
negotiations, or are they an indication
of South Africa’s unwilling participa-
tion in the talks?

The question of the socalled ‘UN par:
tiality’ was addressed to the satisfac.
tion of the SA Government from 1978
to 1982. South Africa wae satisfied to
such an extent that at one point the SA
Minister of Foreign Affairs went on
record saying the “Cuban issue’ was
the only obstacle to the implementa.
tion of Resolution 435.

It is however, important to state that
itis not only the UN that must be im.
partial, The same impartiality 18 ex:
pected from the office of the Ad.
ministrator General. Both the Special
Representative ofthe UN's Secretary
General and the SA representative -1n
terms of 436 - are meant toobserve im.
partiality during the implementation
of 435.

| It is thus quertionabie:

“! for a South African Government

representative to tell Namibians who
their enemy 18, thus pushing them to
unite. IsittosafeguardSouth African
interests? Would anybody whoclaims
to be a true Namibian really want to
be directed by a South African Govern:
ment official in his aspirations? This
is ample proof that the AG really can-
not lay claim to impartiality.
(] what about South Africa’s support
for the socalled internal. arties, both
moral and material? Wil that stop or
would be have another financially

-up Muzorewa in Namibia, at-

tempting to win the hearts of Nam.-
bians - with money?
[ what about the impartiality that —
needs to be shown by institutions like |
SWABC radio and television; by the
Post Office? What steps is South Africa
taking in respect of this? We cannot
forget the non-availability of
te andtelexes for the Patriotic
Front at the time of electionsin 1980.

The double talk: peace and in-

dependence on the one hand and a

of obstacles in ts road to peace

ndependence- to more con:
anon More important, it makes it dif.
ficult to believe that South Africa ia
and honest about itsintentions

ve Namibia.

vone last hint: 4 435-alection Is one
on that money will not be able to"
ngVC0D980WCD2WMZiWu7iECIZGOJ0DiEKW9f9ZCH,"ater ree es tel Pla Mee Pi eae | a Tl le lle , . - oe oo , 4 B
; ; ~ . aoe are ner 1% 4 aM . MEP ths vt ni ’ iv
ate , tt "" | ln aye he ih hh , . ee i"" ibe : { ""
at i ity | .. 4 ath: fe ou I Se dh {4 4, ie pt Lo ih, ‘ . in a
a ; 4 Pat) ‘ . >
iw mf —<_ - eace y:

on

poe ae mie ete Wty. . y

RE is another sfde tothe story of J
the socalled “Ten years of peace in East
Caprivi’ (The Windhoek Advertiser,
August 26). It has not had ten years of
peace as Brigadier Gert Nel suggests:
it HAS been ten years of humiliation
and intimidation.

Iregard this report as an attempt to
invalidate the very successful Swapo
rally held in the region on August 20,

as wellastodiscredit Capriviansin the
eyes of fellow Namibians. Brigadier
Nel’s tong report on the socalled ‘peace’
is mere propaganda.

Leaders have been intimidated and
harassed by the SADF and its counter-
part, Swapol, formerly SAP. The socall-
ed ‘leaders’, as claimed by Brigadier
Nel, are instruments used to further
the prevailing status quo. The tradi-
tional leaders are merely the
equivalents of the Katjiuonguas and
Matyplas of Namibia.

As regards what Brigadier Nel calls
‘cooperation’ between the army and
civilians, I have the following to say:

* intense psychological war is at work
in the region; 7

* the people do not admire the SADF
or SWATF, because it is not their army,
but South Africa's, The civilians may
‘cooperate with the army because they
need to survive; but itis not out of their
own will. Their fear is legitimate.

The bitter irony behind the creation
of 701 Battalion is that most young
men have joined the army as a last
resort. The rate of unemployment in
Caprivi is so high that people are left [
with two major options: to join the ar-
my, undesirable as that is, or become
a teacher. |

The SADF and Swapol have repress-
ed any sign of protest so that may give
an illusion of ‘peace’ in the region.

Regarding Enok/FNDC, this com-
pany may be credited with
monopolistic and exploitative prac-
tices in the region. It is notorious for
paying low wages, and they are cer-
tainly not contributing to any develop-
ment worth mentioning

The SWABC is nothing other thana
mouthpiece of the interim government
and ita masters in Pretoria: It is also
used to disseminate the kind of pro-
paganda which Brigadier Nel
Breeden Ne |

ier Nel should not be aoam
The schools boycott may toed
Caprivi; the latter is not an isolated
island where we do not see or feel the

pain of our brothers and sisters
; ! |
at ihe

hout the country.
pe is anti-Swapo as

) ha foerdofendanee ote

atigaily of August 90? |

a aa
nal"
ngWD1A081XDE2XNOjW18hFDTAHPK0EjFLXughADW,"For the records

[Tis high time that Ptry te put the
records straight and clear up some
nusunderstanding. Since the schoo!
crisis started in June, our school has
been the focal pomnt of boycotters and
Ht wasinthe lime hght of newspapers.

Strangely enough, nonews editor at-
tempted tointerview me for first hand
information [ must admit that
whenever vou are under constant
pressure from both sides, you tend to
blunder

The Namibian must not fall into a
trap of distorted reporting, because it
ig internationally credited for its objec.
tive reporting.

It was reported in The Namibian
how the principal of Secondary School
Katuturacalled inthe police toarrest
the pupils. [t was further reported that
the pupils were disappointed by their
principal's actions.

In the first place, the principal did"
ngXE1n182YkF1YOJkXG93GECBIQL4FkoMYPh3BEP,"a Unite!
DEAREST fellow coutrymen and
women, ] urge you to unite and Support
your movement Swapo to the fullest ex.
tent, no matter what the enemy ofour
people may think.

This moment isathresholdtothe im-
plementation of Resolution 435 and
subsequently to the independence of
our country. Namibiana, like any other
nation, must show their unity, to fight
hard inorder toeliminate colonialism‘
and slavery as well as racial
discrimination and exploitation of
man by man in our land. Our people
should be on the look-out for the
enemy s tactics of disuniting us.

We must stand firm on our way to
freedom without wavering, We do not
have tolet ourselves be stoopes where
the enemy of our people can use us to
fight against our own people and
freedom of our country.

The racist government has so many

plans and tricks for destabilisation.
We must be prepared to defend our
would be sovereignty and hard-won
independence. We must not allow
banditry to take place in our free
Namibia.
We must be prepared to develop our
country in order to have enough food
for our people, enough shelters and
good communication systems
throughout the land. Peace must
prevail in our land after our
independence. 7

We have to live together aschildren
of this beloved land Namibia. We must
also be prepared for hard moments
ahead of us. The racists in Pretoria
have never been honest and cannot be
trusted. We have seen the horrors they
are Causing inour country until today.

Many lives have been lost, many peo-
ple have gone missing without trace,

many families have become childless
and many children have become or-
phans. All such horrific and barbaric
acts are committed by the raciats and
their followers. ,
Beloved nation, we have ian ished
for too long in the hands of apartheid |
and colonialiam, so let us break the |
barriorsoftribaliemandregionaliam. | —

) ua be prepared to build a non-racial ""

!
‘ ! t
j f geovernmer 4! a ee aa re
tye, of a ael ait q °° . a pt Io, : 4 I ,
a FAL
. . ; 5 nay ay 4 illu:"
ngYF1K283ZlG4ZPwlAR04HFDCJRM4GlpNZwi7CFs,"Peace not bullets

ALLOW me to inform you that
everybody says they want peace not
bullets in southern Africa. But words
are not enough. Action and Resolu-
tion 435 are needed urgently.
Racist South Africa is primarily to
blame for the havoc in the region of |
Namibia. Let South Africa withdraw
from Namibia. They must stopsuppor-
ting Unita bandits. And the gang of
puppets, the so-called Swapo-D, Canu,
DTA ete and South Africa must cancel —
all apartheid laws. We need peace nop
bullets from racist South Africa. = |
Ido not promise a perfect peaceafiar

all of these things are done, but some |
major problems will peers | ke pion |"
ngZG1R384AGH5AQLmZ413IGODKSNkHmIOAxj5DGZ,"Words of passion

WE FACE an enemy that is deep-
rooted, an enemy entrenched and
determined not to yield. Our march to
freedom islong and difficult, but both
within and beyond our borders the pro-

spects of victory grows bright.
The first condition for victory 1s
black unity. Every effort to divide

blacks must be vigorously repulsed.
Our people must be united into a
single, massive and solid wall of
resistance of united mass action. This
isnot the time for the luxury of disun)-
ty, we must close ranks at all levels, and
differences must be submerged to the
achievement ofa single goal which is
the complete overthrow of apartheid
and racist domination.

The revulsion of the world against
apartheid is growing.. The world ison
our side, the OAU, the UN andthe anti.
apartheid movement continue to put
pressure on the racist and colonial
rulers of our country. Every effort to
isolate South Africa adds strength to
our stuggle. At all levels much has
been achieved and much remains to be
done, but victory is certain.

We must look beneath the veil of con.
gstitutional formulas and deceptive
phrases to see the face of apartheid. the
rattling of gunfire and the rumbling of
Hippo armoured vehicles

South Africa, Angola, M{zambique,
Namibia, Botswana, Zambia, Lesotho
still have to shed blood to defeat the last
bastion of oppression and blistering in-
ferno of racial hatred.

In the name of all strugglers, de.
tainees, the banned andexiled, I wish
to share my deepest sympathy. My
bleeding heart is with the hereaved
families. ] thank them forthis priceless
sacrifice. Let it be known that the op-
pressed shall be free, the bars of the
prison shall be broken, the people have
mounted up with wings like an eagle
because they know that the end of op-
pression is at hand, our moment has
come, we shall be free and peace shall
reign.

Amandla Ngawethu, the struggle

continues. So comrades, unite,
mobilise and fight on.
Between the anvil of united mass ac-
tion and the hammer of the armed
struggle weshallcrush apartheid and
white minority racist rule.

Don’t surrender and compromise
because people united shall never be

defeated.

' aa”, .
cise |
cay shh bl

muatiol u a | Bane
a ms LE : “Aa Hy lt . ape! a je

at re Orne ye Wd em Pt tht ae se odiat Ba} Peete"
ngAH1I485BHI6BRunCT2kJJlEBJO5InNPCSk8EHO,"\
+i

ages Te NOSES TUTORED A ati ie CaM On EMS PR STAT PTE) Tt

fit on a Tite PURGES Yasht 1 9 Bt aensi gad wy tet ay We Ht

“wat ant oy ‘ | [e i wd ‘s ‘ 1 ie t)
Akad sin | + ; ; P 8 5 > .

Vey a
a eens

we

won. Sa faa ae t t y sed ber pl sy fe _
‘ thas; ni aft ‘: d elles seed phere sunday ia i
: aly. : (Ble 2 ae 4 ’

“movement .and. a leader
‘movement. ==. |
“The student movement still temains

united as before. Whathappened at the
congress was mere recognition and
acknowledgement of the reality that
Swapo is the leader of the liberation
movement, let alone being the only
liberation movement. Kavari, in fact
should show cause why Nanso must
not acknowledge Swapo leadership of
the national liberation struggle. I feel
strongly thattoaccept the unavoidable
reality that Swapo leads the nation
liberation struggle does not make us
politically affiliated to Swapo.

What is surprising for Kavari's let-
ter and all others who seem to be con-
cerned with Nanso’s socalled pro-
Swapo stand, isthat noneofthem men-
tioned the current crisis in education.
An impression is given that Nanso’s
recognition that Swapo leads the
liberation struggle is more evil and
criminal than the current crisis in
education. Meetings after meetings
are called and proposed not to address
the crisis, but Nanso. Nanso now has
become the crisis. Kavari talks of
another national student movement
as a possibility, simply because Nan-
so has recognized Swapo leadership of
our struggle. IfNanso had recognized
or named the HNP as a progressive
party, than one would understand and
conceptualize the cry of Kavari et al.
If Nanso had failed to address the cur-
rent crisis properly and Kavari et al
talk of another student movement
which shall address the crisis in a bet-
ter way, one would understand their
cry. But thecry issimply because Nan-
so says Swapo leads our nation at war
with SA colonizers. Swapo, the pro-
greasive movement, the organizer of
victories of our people in their heroic
anti-colonial and anti-imperialist
struggle, has suddenly become the
crisis now in which energies must be
expended. The colonizera are now
given’ peace and their deliberately
created crisis ia not ad eased, Then.

ideas ‘of another student movement
must have bean h iched long ago

ain tte TON os ees Ay; *

ie

1 Sy

Naar PIAS TSN Teenie Eye OPTS) on
svat! en CAR ia

CUESTA PET TRE oreo Tan ERLE CHT
HEU Py RE

( mutt
Ht

vit Ie. ""* \ , C
SEB | i
AC ROT ai THe
7 ve aby qyrres

Ae
ite SQh PTL Pae wet,
ARG) toh uaa
Mitte nelly he ine
each
? St ee STE 7

y
ita

Ce Oe Sn"
ngBI1B586CoJlCSJoBK3oKIYFMUPoJosQBTl6FIT,"doctrination and, with the sea of
capitalist Vatueswitrwipehwe are swim.
ming wogldewid& the potential is
stetifig for reactionary forces to
manipulate the scene ace the im-
portance that may, perhaps, have to be
placed upon responsible prédia and a
comprehensive edyedfional system.
Freedom of ss, and open govern.
ment are pfinciples that we all sup-
port, POt they must be balanced
agairfet society's interest in informed,
as opposed to misitiformed, decision
making. Certainly, whilst}the racist
regime in the south prevgfls, these in-
terests might haveo be carefully
balanced. ¥ couldcertainly not
afford to do, igo let working people suf-
fer so mufh for independence and
freedom, aod then extend the existing
life of concret®reality.inacamouflag-
ed form.

IN SUMMARY: It has not bean the ob-
jective of this brief article to riticise
what was said, or not saidJ at the
Lusaka conference. Indeeg the con.
ference was a significantand welcome
political developmest: Rather, our at-
tempt has begmfferely to restate and
keep alivathe debate as to the road to
socialist development for Namibia,
after indep@ndence. In view of the
debate raging in ‘sqcialist countries’
atthe moment, tothe eXtent that some
leading personalities argreported to
have questioned thg-fisdom of the
revolutions that toe place there at all,
as well as welebming extreme right
wing politiodl leaders toexpound their
joud philosophies to their people,
it is importanrtreverrmore so for usin
Namibia, toopen upas many areasas
possible for debate - now.

AKAIHIVA
LONDON

The Cubans and us

I WOULD like to share my views and
concerning the Cuban issue

+
RE

unlikely tosolve our problem, but more
attention should be given tosssisting
political and and other forms of strug-
ing against the regime.
According tothe current talks
South Africa and America introdaced
new issues in the matter and are try-
ing their best to switch the burden of
talks to the opposite parties - will
Angola accept all the SA. and
American demands? If yes, what will
happen to Angola next?
We rejected the connection of Cubans
to the independence of Namibia and

wore and are still demanding the

withdrawal of the S.A. troops and ita il-
legal regime from Namibia, but not
one of either parties (South Africa or
America) is willing to listen to us as
they are in favour of war. South Africa
staysin Walvis Bay even after UNSCR
435 is implemented - what then?

We are intimidated by the SA.
regime with its apartheid laws and
military atrocities. It is preaching its
“goodness” to win the hearts and
minds of the people, but we suffered for
a long time under its colonial regime.
It is still continuing to minimize our
political rights - how will we continue
with talks?

Cubans were willing to help Angola
from the intimidation we expenencing
here and their presence in Angola is
legal. As long as the intimidation to
the Namibian people continues
Angola cannot be saved.

Those who are threatened by the
presence of Cubans in Angola are the
“Terreblanche group’ of the South
African regime, who want to exploit
the Angolan people and its allies. Once
the Cubans withdraw from Angola the
‘“Terreblanche speech” in the past few
days will be manifested practically.

The Namibian people welcome the
Cubans, because they are comrades -
they don't kill, but save. We have ex-
perienced SA (not Cuban) atrocities;
and the Angolans too.

BARTH SEMMEDI
PO BOX 3875
WINDHOEK

Fractal sport
MY sensepharttice and respect for the
t Smpals me to respond to thie
u nded and slanderous attack
on the non-racial sportipg bodies of

Namibia.
In the above-mpatfoned item (‘Die
1 November 1966) a"
ngCJ1Y687DzK1DTOpCL48LJxGNVQoKpPREKm8GJU,"Freedom charter

FIRSTLY, we the people of Namibia
declare for all our country and the
world to know that Namibia belongs
to all who live in it, black and white.

The main demands are: the people
shall govern; all national groups have
equal rights and should unite; the land
shall be shared among those who work
for it; all shall be equal before the law;
all shall enjoy equal human rights;
there shall be work and security; the
doors of learning and culture shall be
opened; there shall be houses, securi-
ty and comfort; there shall be peace
and friendship. Justice shall be the key
of all activities.

Finally, let all who love the people
and their country now say, as we say
here: the freedom we will fight for, side
by side, throughout our lives, until we
have won our final liberty.

EIMO-JOHN MAX
PO BOX 54
- OSHAKATI 9000"
ngDK1D788DKLnEUHqE85oMKSHDWStLqESDLnnHKH,"Unchain our brain

IF we have al] unchained our brams,
then let us be vigilant and recognise
what our ancestors have done. Let us
unite, because we know that through
unity we are able to maintain our
independence.

We must not all our brains to be
chained, and we should rather liber-
ate our motherland/

1 appeal to all in this country,
including stooges, to unchain their
brains and liberate Namibia. We want
the maintenance of human nghts,
freedom, equality and adequate edu-
cation.

We want lo do away with the sys-
tem of apartheid, and bury it where it
can never be found again.

It is clear that ‘there was never a
good war or a bad peace’, yet it is
better to die on one's feet than live on
one's kneews.

We all know that apartheid is like
Aids in Namibia: our people have
died and are dying because of this
disease.

I hope that in the course of 1989 we |
can achieve our independence, shake
off colonialism, and bring about a
Swapo Government under Sam
Nujoma. I want Mr Nujoma to gov-
erm the whole of Namibia including |
Walvis Bay. Without the inclusion |
of Walvis Bay, Namibia cannot be
independent.

Teall on those Namibians who

have been collaborating, to drop the
South African government and its
police forces and join the national
movement, Swapo.

We must give fl support to Swapo,
because Swapo is the people of
Namibia and the people are Swapo.

GABRIEL TSHOMBANDUJA
P O BOX 2313
HARARE ZIMBABWE"
ngEL1E889EVMoFVurEX6qNLvIEdTuMrFTEWooILu,"efSorts simed ot community devel-
opment. The above has been pro-
posed by educationisis like Philip
Coomb and sketches a list of mini-
mum foaming needs dictated by the
demands of survival, self-improve-
ment and national development.

It would be extremely helpful if
you could publish or re-publish
materials based on the above in your
newspaper. It can help with the above-
mentioned research and can also be
used by the community as a resource
in development at all levels, i.e,
personal, communal and national.

I would also like to ask, m this
Jetter to the editor, for local commu-
nity resource persons like social
workers, community health workers,
legal aid workers, agricultural work-
ets etc., to send information on the
above to The Namibian or to myself
at the address underneath.

Agricultural information, for in-
stance, could include such things as
how to make a compost heap, plant-
ing cactus in dry areas, how to make
your own vegetable garden, cic.

I would really appreciate any re-

sponse.

NIKO KISTING
BUCHANAN HALL
EAST SUFFOLK ROAD
EDINBURGH EH16 5PH
UNITED KINGDOM

No to homelands

THE tnbalists who are trying to
divide this country into homelands
must be made to remember that our
nation cannot tolerate such divisions
in Namibia. The land is one, and the

e are one. Our nation must stand
firm in unity to fight against all forms
of divisions and homclands in the

country. Things like the socalled
Republic of Rehoboth and Caprivi
cannot be tolerated in the would-be
independent Namibia.

_ Those who are involved in organi-
sing such things must repentand give
up such reactionary ideas immedi-
ately. This country is one, from the
Angolan border to the Orange River,
and from the Zambian border to the
Aduantic Ocean.

We find it disturbing that we still
have brainwashed Afncan (Namib-
ian) intellectuals who believe in
homelands and tibalism when we
have our heroes who have died for
the freedom of Namibia as a whole.
] just wonder from which books these
people have gathered such mislcad-
ing information.

These people should know that itis
utterly irresponsible and a marked
betrayal of those who died fighting
for the independence of Namibia as
well as the masses in this county.
Those people should also know that
their actions are a sign of mental
subjugation, and what J would call
the disease, requires an antidote.
Luckily, unlike Aids, an anudote is
available. People involved in declar-
ing homelands in Namibia must take
the undistorted history books and
read. perhaps this will make they
realise that they owe apologies to
faithful Namibians.

I appeal to our brothers and sisters
in Rehoboth and C aprivi not to sup-
port the people trying to lead them
into total nco-colonialism. All Na-
mibians must have the freedom to
live where they want to; and not be
confined to certain regions.

Swapo has been fighting to rid use
of the colonial yoke of South Africa
and the movement accepts all patri-
otic Namibians who want to be free.
Swapo condemns tnbalism, region-
alism, sexism, racism and above all,
colonialism. The people of Namibia
should be vigilant because the pup-
pets trying lo umpose homelands upon
them are creating civil war condi-
tions so that there is no peace ina free
Namibia. Our enemies are encourag-
ing these puppets to create
and antagonism among the poople of
our nation, so that there will not be
peace in a froe Namibia.

Namiblans should live in peace
and harmony and not in racial segre-

AMBULU KALYAKWATA"
ngFM1F980FsNrGWNsFO70OMKJFYUvNsGUF9prJMN,"only cases of rape which are

Ta,
id

BEE cafue tad Shih Mh I i ni it
Ye RS eat atc RI a eh ati ri i an Let hy bean ‘ele i i (ith ee

Wee

Reply to Matjila

IN your first issue for 1989. Mr
Matjila is reported as having
indignantly repudiated, on behalf
of the nation, an ECOSOC Com-
mission finding thal the situation
of Namibian women necds ur-
gentattention. More specifically,
he declares himself sausfied with
the manner in which violence
against women is handicd by law
enforcement agencies and the
courts.

The Minister 1s enutled tq his
personal opinion on what
ures are ‘strict’ and what punish-
ments ‘appropnate ’. But the real-
ity is not sorcassuring. Aticntited
readers of the English language
wecklies - especially reports of
criminal and divs-ce proceedings
- will have noticyd that violence
against women is escalating al an
alarming rate, and that there has
been no noticeable suffening of
the penalties for rape in order to
arrest the trend.

The reality is this: rape is a
capital offence, and all reported
incidents must therefore be tried
by the Supreme Count. In 1986
160 cases were reported, of which
94 were brought to wial, In 1987
the figures were 201 reported and
114 tried, in 1988 266 and 67

respectively. It must be bome in-
mind that the shadow figures for |
sexual assault are always higher —
than the numbers of cases re- —
ported tothe police. In Namibiait —

has also been a general rule that

aggravated by breaking and en-
tering, theft, grievous bodily harm
or murder are prosecuted at all,
Of the 637 cases of rape re-
ported in the past three years, 204

neil Hy

ri nl hits] ARS as See OA me Taye} Tere
Duca is enon Ee
pn Uebe cee Leb et gee Peat eed ee ee a vag .
pt Yat ea! naa vi "" He adhe | Hite ~ ye paket

p ~~ in iy hiro Tho aver- |

| lt"
ngGN2G081GdOsHXKtGf8tPNDKIZVwOtHVGeqsKNK,"I invite Mr Kandew and ‘his
colleagues in Swapo to abandon
their pretence and elitist altitudes
and to join hands with their fel-
low Namibians in building the
sort of country of which we can
all be proud. Swapo should re-
lease the detainees it is holding
without tial; stop the atrocities
in its camps and show that it is
interested in giving effect to the
goal of ‘one Namibia, one na-
tion’.

ANDREAS SHIPANGA
MINISTRY OF ECONOMIC
AFFAIRS

PRIVATE BAG 13289
WINDHOEK

9000

Delaying tactic

ALLOW me a space in the
peop!’s paper to query the irre-
~ sponsible activities of the supec-
powers, mainly the United States.

First of all they linked the
Namibian peace process to the
withdrawal of Cuban woops from
Angola; now they want to link the
number of Untag troops and offi-
cials with the negotiations. The
clarify the second point, | wish Lo
state that the Americans are the
ones who have the money; they
are the ones who have to pay for
the implementation of Resolu-
tion 435.

Now the US have another cx-
cuse: they say that they can only
afford R100 million or the equiva-
lent in Dollars. This means that
the Untag component has to be
reduced. If they have to pay the
full amount (for Untag) then they
will demand that the Angolan
Governmem negotiate with Units.
George Bush claimed to have
brought poace to Africa (with his
predecessor, Reagan), 60 what Is
going on?

How can 3000 (Untag) troops
monitor over 60 000 (Sovth Afri-

pan) ? Namibia's

be linked to the
of Unita in the

Angolan government? It appears

|
|
|

to me that the Americans want.

war. They are the ones continu-
ing with their CIA to support Unita.
They are the ones who declared
the ANC a terrorist movement;
they are the ones which attacked
the MiG 23’s of Libya; they are
the ones who don’t want the Pal-
estinians to negotiate with the
Israclis.

If they want to reduce the number
of Untag troops, then they must

change Resolution 435, because: —

Resolution 435 says that 7500
Untag troops will arrive in’ Na-
mibia to supervise the elections;
Resolution 435 does not stipulate
that the Angolan Government must
negotiate with Unita; and in Reso-
lution 435 there is no such thing
that Untag troops must be com-
bined with the Koevoet or the
police.

If they wantto contradict Reso-
lution 435, then they must refor-
mulate it.

JIMMY KAULINGE
P O BOX 953
ORANJEMUND
$000

Reply to Matjila

IN your first issue for 1989, Mr
Matjila is reported as having
indignant repudiated, on behalf
of the nation, an ECOSOC Com-
mission finding that the situation
of Namibian women necds ur-
gentattention. More specifically,
he declares himself satisfied with
the manner in which violence
against women is handled by law
enforcement agencies and the
courts.

The Minister is entitled gis
personal opinion on what :
ures are ‘strict’ and pia
ments ‘appropriate’. But °
ity is not sercasturing. Atonidel
roaders of the English language
woeklies - lally reports of
criminaland divorce
- will have noticed
against women is escalating at an

a a"
ngHO2D182IuPrIYVuIQ94QOgLIgWxPuEWI1rrLOV,"TU Vaart Twat Nh

‘A sensitive nerve

Indeed Mr Shipanga's ‘New Year's
Message’ touched a sensitive nerve
in me, especially with the untruths
and political dishonesty that ‘mes-
sage’ displayed.

In his article (27/01/89) Mr Shipanga
implies that because Father Wolfe
had said that ‘‘reconciliation of the
Namibian people as a whole is needed
before we can become one Namibia
one Nation’’, then anybody who uses
the word ‘reconciliation’ on televi-
sion must go unchecked. Mr Shipanga,
reconciliation is not merely an event
- it is a process in which not only
what we say, but also what we do,
will determine the essence of our
determination.
~ So do not think that people will
believe your sincenty because you
use the words ‘peace’ and ‘reconcili-
ation’, even more so when your frame
of reference is artificial: (that your
TGNU protected the rights of Na-
mibians during the past. three-and-a-
half years).

| maintain, Mr Shipanga, that your
Cabinet sided with the South Afncan
‘government in trying to stop duc
legal process, and I add that all this
was done at the expense of the tax-
payers, Please say this is not true, and
tell the Namibian people what posi-
tion did you take, and what you as
Cabinet did in the interest of due
legal process in the iste Wapota and
| *Shifidi cases.

Taleo maintain that national cam-
paigns and international diplomatic
- gnd economic pressure forced the |"
